dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
iris,3,Optimal,1.2427680492401123,9,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,1.181124003728231,10,4,0.9733333333333334,0.9866666666666667,1.0,0.918918918918919
iris,3,Optimal,1.8897029081980388,11,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,1.9956524848937989,12,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,2.4436630725860597,13,4,0.9733333333333334,0.9866666666666667,1.0,0.972972972972973
iris,3,Optimal,4.818087585767111,14,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,9.000189248720805,15,4,0.9733333333333334,0.9866666666666667,1.0,0.918918918918919
iris,3,Not_Optimal,10.02826761007309,16,4,0.9733333333333334,0.9866666666666667,1.0,0.918918918918919
iris,3,Optimal,0.23976980845133464,5,4,0.96,0.9733333333333334,1.0,1.0
iris,3,Optimal,0.5196251312891642,6,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,0.6192203799883524,7,4,0.9733333333333334,0.9866666666666667,1.0,1.0
iris,3,Optimal,0.7100090742111206,8,4,0.9733333333333334,0.9866666666666667,1.0,0.972972972972973
