dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
tic_tac_toe,2,Not_Optimal,10.184686903158823,9,4,0.7671517671517671,0.8274428274428275,0.7172995780590717,0.7890295358649789
tic_tac_toe,2,Not_Optimal,10.181657286485036,10,4,0.7858627858627859,0.8316008316008316,0.7341772151898734,0.810126582278481
tic_tac_toe,2,Not_Optimal,10.200852620601655,11,4,0.8066528066528067,0.8482328482328483,0.7974683544303798,0.8059071729957806
tic_tac_toe,2,Not_Optimal,10.260958846410116,12,4,0.8440748440748441,0.7817047817047817,0.810126582278481,0.729957805907173
tic_tac_toe,2,Not_Optimal,10.259824852148691,13,4,0.8523908523908524,0.8066528066528067,0.8143459915611815,0.759493670886076
tic_tac_toe,2,Not_Optimal,10.304646241664887,14,4,0.8565488565488566,0.8316008316008316,0.7974683544303798,0.7679324894514767
tic_tac_toe,2,Not_Optimal,10.307087425390879,15,4,0.8565488565488566,0.8212058212058212,0.7974683544303798,0.7848101265822784
tic_tac_toe,2,Not_Optimal,10.349814148743947,16,4,0.8565488565488566,0.8066528066528067,0.7974683544303798,0.7510548523206751
tic_tac_toe,2,Not_Optimal,10.086485215028127,5,4,0.6902286902286903,0.7671517671517671,0.7679324894514767,0.7848101265822784
tic_tac_toe,2,Not_Optimal,10.091424075762431,6,4,0.7047817047817048,0.8066528066528067,0.7679324894514767,0.810126582278481
tic_tac_toe,2,Not_Optimal,10.133266333738963,7,4,0.7297297297297297,0.8232848232848233,0.7932489451476793,0.8143459915611815
tic_tac_toe,2,Not_Optimal,10.142570916811625,8,4,0.7442827442827443,0.8191268191268192,0.7763713080168776,0.8143459915611815
