dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
car,2,Not_Optimal,10.290887983640035,9,4,0.8029953917050692,0.8283410138248848,0.794392523364486,0.8317757009345794
car,2,Not_Optimal,10.298689778645834,10,4,0.8029953917050692,0.8341013824884793,0.794392523364486,0.822429906542056
car,2,Not_Optimal,10.325335490703583,11,4,0.8029953917050692,0.8329493087557603,0.794392523364486,0.8434579439252337
car,2,Not_Optimal,10.368962653477986,12,4,0.8029953917050692,0.8306451612903226,0.794392523364486,0.8084112149532711
car,2,Not_Optimal,10.418714578946432,13,4,0.8029953917050692,0.8294930875576036,0.794392523364486,0.8364485981308412
car,2,Not_Optimal,10.479542016983032,14,4,0.8029953917050692,0.8329493087557603,0.794392523364486,0.8434579439252337
car,2,Not_Optimal,10.443459296226502,15,4,0.8029953917050692,0.8225806451612904,0.794392523364486,0.8317757009345794
car,2,Not_Optimal,10.555504087607066,16,4,0.8029953917050692,0.8018433179723502,0.794392523364486,0.7850467289719626
car,2,Not_Optimal,10.133982706069947,5,4,0.7995391705069125,0.8214285714285714,0.794392523364486,0.8271028037383178
car,2,Not_Optimal,10.159752945105234,6,4,0.8029953917050692,0.8329493087557603,0.794392523364486,0.8434579439252337
car,2,Not_Optimal,10.184791167577108,7,4,0.8029953917050692,0.8329493087557603,0.794392523364486,0.8434579439252337
car,2,Not_Optimal,10.22593244711558,8,4,0.8029953917050692,0.836405529953917,0.794392523364486,0.8271028037383178
