dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
hepatitis,5,0.1,0.0002564390500386556,2,1,0.7922077922077921,0.7948717948717948
hepatitis,5,0.05,0.004586037000020345,2,2,0.8441558441558441,0.7692307692307693
hepatitis,5,0.01,0.008715271949768066,2,3,0.8701298701298701,0.7948717948717948
hepatitis,5,0.005,0.008663586775461833,2,3,0.8701298701298701,0.7948717948717948
hepatitis,5,0.0025,0.008591636021931966,2,3,0.8701298701298701,0.7948717948717948
