dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
tic_tac_toe,3,0.1,0.0011415521303812662,2,1,0.6528066528066527,0.6540084388185654
tic_tac_toe,3,0.05,0.005862597624460856,2,2,0.7172557172557172,0.6877637130801688
tic_tac_toe,3,0.01,0.006834932168324788,2,2,0.7172557172557172,0.6877637130801688
tic_tac_toe,3,0.005,0.007133658727010091,2,4,0.7359667359667359,0.6455696202531646
tic_tac_toe,3,0.0025,0.006959013144175212,2,4,0.7359667359667359,0.6455696202531646
