dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
spect_heart,1,0.1,0.0003390828768412272,4,2,0.7358490566037736,0.4444444444444444
spect_heart,1,0.05,0.028602413336435952,4,3,0.8113207547169812,0.5925925925925926
spect_heart,1,0.01,10.000000230471294,4,7,0.9245283018867925,0.5925925925925926
spect_heart,1,0.005,10.053857743740082,4,7,0.9245283018867925,0.5925925925925926
spect_heart,1,0.0025,10.000000063578288,4,7,0.9245283018867925,0.5925925925925926
