dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
mammographic_masses,3,0.1,0.0003302176793416341,4,2,0.8149038461538463,0.7961165048543689
mammographic_masses,3,0.05,0.0003616491953531901,4,2,0.8149038461538461,0.7961165048543689
mammographic_masses,3,0.01,0.2734121243158976,4,4,0.8485576923076923,0.8009708737864077
mammographic_masses,3,0.005,10.000000150998433,4,4,0.8485576923076923,0.8009708737864077
mammographic_masses,3,0.0025,10.00749252239863,4,6,0.8581730769230769,0.7864077669902912
