dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
seismic,2,0.1,0.001242367426554362,2,1,0.9337442218798151,0.934375
seismic,2,0.05,0.001223444938659668,2,1,0.9337442218798151,0.934375
seismic,2,0.01,0.0012270530064900716,2,1,0.9337442218798151,0.934375
seismic,2,0.005,0.001297016938527425,2,1,0.9337442218798151,0.934375
seismic,2,0.0025,0.0023644208908081056,2,1,0.9337442218798151,0.934375
