dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
ionosphere,3,0.1,0.0014567931493123373,4,2,0.7897727272727273,0.735632183908046
ionosphere,3,0.05,3.108486564954122,4,3,0.8522727272727273,0.7241379310344828
ionosphere,3,0.01,10.000000143051148,4,5,0.9090909090909091,0.7931034482758621
ionosphere,3,0.005,10.000000552336376,4,7,0.9261363636363636,0.8850574712643678
ionosphere,3,0.0025,10.000000381469727,4,7,0.9261363636363636,0.8850574712643678
ionosphere,3,0.1,0.0013184309005737304,4,2,0.7897727272727273,0.735632183908046
ionosphere,3,0.05,2.931139059861501,4,3,0.8522727272727273,0.7241379310344828
ionosphere,3,0.01,10.000000377496084,4,5,0.9090909090909091,0.7931034482758621
ionosphere,3,0.005,10.000000802675883,4,7,0.9261363636363636,0.8850574712643678
ionosphere,3,0.0025,10.00000071922938,4,7,0.9261363636363636,0.8850574712643678
