dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
tic_tac_toe,5,0.1,0.0011194666226704915,3,1,0.6528066528066527,0.6540084388185654
tic_tac_toe,5,0.05,0.09347301324208578,3,2,0.7068607068607068,0.7046413502109705
tic_tac_toe,5,0.01,10.000000290075938,3,5,0.7713097713097713,0.7426160337552743
tic_tac_toe,5,0.005,10.00000050465266,3,7,0.7900207900207901,0.729957805907173
tic_tac_toe,5,0.0025,10.000000361601511,3,7,0.7900207900207901,0.7257383966244726
