dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
monk2,1,0.1,0.00023274024327596027,4,1,0.6194690265486725,0.625
monk2,1,0.05,0.8497244477272033,4,1,0.6194690265486726,0.625
monk2,1,0.01,10.000000341733296,4,7,0.7876106194690266,0.625
monk2,1,0.005,10.000000071525573,4,7,0.7876106194690266,0.625
monk2,1,0.0025,10.000000405311585,4,9,0.7964601769911505,0.6785714285714286
