dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
banknote_authentication,4,0.1,0.00025477409362792967,2,2,0.7939042089985486,0.8088235294117647
banknote_authentication,4,0.05,0.0005221883455912272,2,3,0.8780841799709724,0.8705882352941177
banknote_authentication,4,0.01,0.000597687562306722,2,4,0.888243831640058,0.888235294117647
banknote_authentication,4,0.005,0.0005794763565063477,2,4,0.888243831640058,0.888235294117647
banknote_authentication,4,0.0025,0.0005759835243225097,2,4,0.888243831640058,0.888235294117647
