dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
spambase,5,0.1,0.003015124797821045,4,2,0.7909995672868888,0.7796312554872695
spambase,5,0.05,0.0093215545018514,4,2,0.7909995672868888,0.7796312554872695
spambase,5,0.01,10.000000313917797,4,4,0.8182604932929467,0.8287971905179983
spambase,5,0.005,10.000000115235647,4,5,0.8247511899610558,0.8208955223880597
spambase,5,0.0025,10.000000262260437,4,5,0.8191259195153613,0.8033362598770851
