dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
ionosphere,2,0.1,0.002233743667602539,3,2,0.7556818181818181,0.7816091954022989
ionosphere,2,0.05,3.330012011528015,3,4,0.8863636363636364,0.8390804597701149
ionosphere,2,0.01,10.000000393390655,3,5,0.8920454545454546,0.8390804597701149
ionosphere,2,0.005,10.000000878175099,3,5,0.8920454545454546,0.8390804597701149
ionosphere,2,0.0025,10.000000699361165,3,5,0.8920454545454546,0.8390804597701149
ionosphere,2,0.1,0.0022070725758870442,3,2,0.7556818181818181,0.7816091954022989
ionosphere,2,0.05,3.359852147102356,3,4,0.8863636363636364,0.8390804597701149
ionosphere,2,0.01,10.000000886122386,3,5,0.8920454545454546,0.8390804597701149
ionosphere,2,0.005,10.000000993410746,3,5,0.8920454545454546,0.8390804597701149
ionosphere,2,0.0025,10.000000580151875,3,5,0.8920454545454546,0.8390804597701149
