dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
biodeg,2,0.1,0.0031545082728068035,4,2,0.7712665406427222,0.7862595419847328
biodeg,2,0.05,1.0982969959576925,4,2,0.771266540642722,0.7862595419847328
biodeg,2,0.01,10.00000031789144,4,3,0.7844990548204158,0.8129770992366412
biodeg,2,0.005,10.00000034570694,4,8,0.8298676748582231,0.8091603053435115
biodeg,2,0.0025,10.000001374880473,4,8,0.8298676748582231,0.8091603053435115
