dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
credit_approval,5,0.1,0.0011746446291605631,2,2,0.8501529051987768,0.9135802469135802
credit_approval,5,0.05,0.0013874530792236327,2,2,0.8501529051987767,0.9135802469135802
credit_approval,5,0.01,0.01701744000116984,2,2,0.8501529051987767,0.9135802469135802
credit_approval,5,0.005,0.021077954769134523,2,2,0.8501529051987767,0.9135802469135802
credit_approval,5,0.0025,0.026538523038228352,2,4,0.8593272171253823,0.8950617283950617
