dataset_name,step,lambda,time_taken,K,L,osdt_train,osdt_test
monk1,1,0.1,0.00020887056986490887,3,2,0.7469879518072289,0.7073170731707317
monk1,1,0.05,0.0069612900416056315,3,3,0.8192771084337349,0.6097560975609756
monk1,1,0.01,10.000000357627869,3,5,0.9156626506024097,0.8292682926829268
monk1,1,0.005,10.00000071922938,3,7,0.927710843373494,0.8048780487804879
monk1,1,0.0025,10.000000397364298,3,7,0.927710843373494,0.8048780487804879
