dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
thoracy_surgery,5,Optimal,0.11393133799235027,3,2,0.8553191489361702,0.8638297872340426,0.8632478632478633,0.8717948717948718
thoracy_surgery,5,Optimal,0.7693267663319906,4,2,0.8638297872340426,0.8723404255319149,0.8717948717948718,0.8717948717948718
