dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
tic_tac_toe,1,Not_Optimal,10.18120969136556,9,4,0.762993762993763,0.8191268191268192,0.6877637130801688,0.7721518987341772
tic_tac_toe,1,Not_Optimal,10.200128920873006,10,4,0.7775467775467776,0.8274428274428275,0.7215189873417721,0.729957805907173
tic_tac_toe,1,Not_Optimal,10.230915129184723,11,4,0.7858627858627859,0.8565488565488566,0.7172995780590717,0.7679324894514767
tic_tac_toe,1,Not_Optimal,10.244520052274067,12,4,0.8087318087318087,0.8232848232848233,0.7510548523206751,0.7426160337552743
tic_tac_toe,1,Not_Optimal,10.285373576482137,13,4,0.8274428274428275,0.841995841995842,0.7721518987341772,0.759493670886076
tic_tac_toe,1,Not_Optimal,10.3154554049174,14,4,0.8378378378378378,0.8523908523908524,0.7510548523206751,0.7721518987341772
tic_tac_toe,1,Not_Optimal,10.300981835524242,15,4,0.8378378378378378,0.8316008316008316,0.7510548523206751,0.7257383966244726
tic_tac_toe,1,Not_Optimal,10.350630867481232,16,4,0.8378378378378378,0.8482328482328483,0.7510548523206751,0.7932489451476793
tic_tac_toe,1,Not_Optimal,10.083604121208191,5,4,0.7089397089397089,0.7733887733887734,0.6666666666666666,0.7215189873417721
tic_tac_toe,1,Not_Optimal,10.101758154233297,6,4,0.7110187110187111,0.8066528066528067,0.6877637130801688,0.7763713080168776
tic_tac_toe,1,Not_Optimal,10.127842366695404,7,4,0.7338877338877339,0.814968814968815,0.729957805907173,0.7805907172995781
tic_tac_toe,1,Not_Optimal,10.151200811068216,8,4,0.7484407484407485,0.817047817047817,0.70042194092827,0.7890295358649789
