dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
credit_approval,2,Not_Optimal,10.22745947043101,9,4,0.9051987767584098,0.9051987767584098,0.8580246913580247,0.8580246913580247
credit_approval,2,Not_Optimal,10.300898691018423,10,4,0.9051987767584098,0.8868501529051988,0.8580246913580247,0.8518518518518519
credit_approval,2,Not_Optimal,10.324165586630503,11,4,0.9051987767584098,0.908256880733945,0.8580246913580247,0.8271604938271605
credit_approval,2,Not_Optimal,10.341253300507864,12,4,0.9113149847094801,0.9113149847094801,0.8641975308641975,0.8580246913580247
credit_approval,2,Not_Optimal,10.369623510042826,13,4,0.9113149847094801,0.908256880733945,0.8580246913580247,0.8209876543209876
credit_approval,2,Not_Optimal,10.39811320702235,14,4,0.9113149847094801,0.8929663608562691,0.8641975308641975,0.7777777777777778
credit_approval,2,Not_Optimal,10.425354437033336,15,4,0.9113149847094801,0.8899082568807339,0.8641975308641975,0.8641975308641975
credit_approval,2,Not_Optimal,10.538661376635234,16,4,0.9113149847094801,0.8990825688073395,0.8641975308641975,0.808641975308642
credit_approval,2,Not_Optimal,10.10906477769216,5,4,0.8715596330275229,0.8960244648318043,0.8580246913580247,0.8024691358024691
credit_approval,2,Not_Optimal,10.142303840319316,6,4,0.8807339449541285,0.9021406727828746,0.8333333333333334,0.8024691358024691
credit_approval,2,Not_Optimal,10.160205316543578,7,4,0.8868501529051988,0.9021406727828746,0.8271604938271605,0.8333333333333334
credit_approval,2,Not_Optimal,10.20723054409027,8,4,0.8868501529051988,0.9021406727828746,0.8271604938271605,0.808641975308642
