dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
hepatitis,2,Not_Optimal,10.034711436430614,9,4,0.8831168831168831,0.948051948051948,0.8205128205128205,0.717948717948718
hepatitis,2,Not_Optimal,10.039002609252929,10,4,0.8831168831168831,0.961038961038961,0.8205128205128205,0.8205128205128205
hepatitis,2,Not_Optimal,10.044992506504059,11,4,0.8831168831168831,0.961038961038961,0.8205128205128205,0.7435897435897436
hepatitis,2,Not_Optimal,10.0493426044782,12,4,0.8831168831168831,0.974025974025974,0.8205128205128205,0.6410256410256411
hepatitis,2,Not_Optimal,10.065227981408437,13,4,0.8831168831168831,0.961038961038961,0.8205128205128205,0.7692307692307693
hepatitis,2,Not_Optimal,10.058974933624267,14,4,0.8831168831168831,0.961038961038961,0.8205128205128205,0.7692307692307693
hepatitis,2,Not_Optimal,10.106959879398346,15,4,0.8831168831168831,0.961038961038961,0.8205128205128205,0.717948717948718
hepatitis,2,Not_Optimal,10.116844888528188,16,4,0.8831168831168831,0.974025974025974,0.8205128205128205,0.717948717948718
hepatitis,2,Not_Optimal,10.016545152664184,5,4,0.8571428571428571,0.9090909090909091,0.7948717948717948,0.7435897435897436
hepatitis,2,Not_Optimal,10.02366102139155,6,4,0.8571428571428571,0.922077922077922,0.7948717948717948,0.7435897435897436
hepatitis,2,Not_Optimal,10.025076317787171,7,4,0.8571428571428571,0.935064935064935,0.7948717948717948,0.7692307692307693
hepatitis,2,Not_Optimal,10.032499512036642,8,4,0.8831168831168831,0.948051948051948,0.8205128205128205,0.6923076923076923
